euribor3m,nr_employed,emp_var_rate,contact_cellular,cons_price_idx,cons_conf_idx,pdays,day_of_week_mon,day_of_week_wed,day_of_week_thu,previous,marital_married,day_of_week_tue,marital_single,job_blue-collar,job_admin.,education_high.school,education_university.degree,poutcome_failure,education_basic,job_technician,marital_divorced,default_no,y
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
4.961,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0.6444052628450916,5008.7,-1.8,1,0.937233333531442,-34.613508761503056,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
0.838,5076.2,-2.9,0,0.92201,-31.4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
1.3767495374871646,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4.0760000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.965,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.8959999999999999,4991.6,-1.7,1,0.94215,-40.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4.962,5228.1,1.4,0,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.25,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
1.026503634769687,5076.2,-2.9,1,0.92469,-33.6,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
0.904,4991.6,-1.7,0,0.94027,-38.3,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
4.191,5195.8,-0.1,0,0.932,-42.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4.961,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4.959102317002877,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.864,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4.191,5195.8,-0.1,1,0.932,-42.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.735,5017.5,-3.4,1,0.92431,-26.9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4.957,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1.41,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.25,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1.7990000000000002,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1.262,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
4.9659379901072125,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.722,5017.5,-3.4,1,0.92431,-26.9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1.26,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1.5843728873270235,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4.021,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
5.045,5195.8,-0.1,0,0.9379799999999999,-40.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.9719693299199316,4963.6,-1.1,1,0.94601,-49.5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
0.69579297599389,5008.7,-1.8,1,0.93876,-40.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
4.12,5195.8,-0.1,1,0.932,-42.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4.968,5228.1,1.4,0,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1.24153803825056,5076.2,-2.9,1,0.92963,-40.8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1.2618739075513337,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
4.855,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.963112463821747,5228.1,1.4,1,0.93444,-36.1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0.8863341527982382,4991.6,-1.7,1,0.94215,-40.3,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1
4.047551681926598,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1.41,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0.735,5017.5,-3.4,1,0.92431,-26.9,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1.048,5076.2,-2.9,1,0.92469,-33.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
0.6902455641379239,5008.7,-1.8,1,0.93876,-40.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
1.268,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4.961469992094559,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.8540000000000001,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.8580000000000005,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1.405,5099.1,-1.8,1,0.93075,-47.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1.0467327946115992,4963.6,-1.1,1,0.9476700000000001,-50.8,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,1
0.882,4963.6,-1.1,0,0.94199,-37.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.864,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
0.6415931544758506,5008.7,-1.8,1,0.93369,-34.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
4.961,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1.031,4963.6,-1.1,1,0.9476700000000001,-50.8,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0
0.7190000000000001,5017.5,-3.4,1,0.92649,-30.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1.2990000000000002,5099.1,-1.8,0,0.9289299999999998,-46.2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0.7040000000000001,4991.6,-1.7,1,0.94055,-39.8,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1
4.8660000000000005,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.715,5017.5,-3.4,1,0.92649,-30.1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1
0.652,5008.7,-1.8,0,0.93369,-34.8,1,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,1,1
4.961,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.4247187936856327,5099.1,-1.8,1,0.93075,-47.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4.96,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
4.120833794702193,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0.7553937384723058,5017.5,-3.4,1,0.92379,-29.8,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
1.327,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1.281,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0.898,4991.6,-1.7,1,0.94027,-38.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4.864,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4.966,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
4.965,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0.682,5008.7,-1.8,1,0.93876,-40.0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1.41798265598114,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
0.7144874244534735,5017.5,-3.4,1,0.92649,-30.1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1
4.021,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1.048,4963.6,-1.1,1,0.9476700000000001,-50.8,0,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0
4.963,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4.021,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.291,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0
0.7366760339211941,5017.5,-3.4,1,0.92431,-26.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1.268,5076.2,-2.9,1,0.92963,-40.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
1.334,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.883,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0
4.864,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.855,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4.961,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4.855464941953637,5191.0,1.1,0,0.93994,-36.4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4.965,5228.1,1.4,1,0.93444,-36.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
0.7064276545235487,5023.5,-3.0,1,0.9271299999999999,-33.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
4.957,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
1.811,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1.2963780978089814,5099.1,-1.8,1,0.9289299999999998,-46.2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4.96,5228.1,1.4,0,0.94465,-41.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1.244,5099.1,-1.8,1,0.9289299999999998,-46.2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4.958,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
4.957,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4.0760000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1.2655251764720616,5076.2,-2.9,1,0.92963,-40.8,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
0.642,5008.7,-1.8,1,0.9374899999999999,-34.6,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4.955,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1.266,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0.8690000000000001,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4.8580000000000005,5191.0,1.1,0,0.93994,-36.4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0.8590000000000001,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4.965,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4.959,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
4.957,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.8553003965923865,5076.2,-2.9,1,0.92201,-31.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.8540000000000001,5076.2,-2.9,1,0.92201,-31.4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
0.7839750847430215,5017.5,-3.4,1,0.92379,-29.8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
0.7419212802369498,4991.6,-1.7,1,0.94055,-39.8,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1.405,5099.1,-1.8,1,0.93075,-47.1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4.85946908188638,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
0.684,5008.7,-1.8,1,0.93876,-40.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
4.86,5191.0,1.1,0,0.93994,-36.4,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4.963,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4.191,5195.8,-0.1,1,0.932,-42.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
0.6453778877907146,5008.7,-1.8,1,0.934872013197642,-34.737788779071465,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1
0.851,5076.2,-2.9,1,0.92201,-31.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
0.755,5017.5,-3.4,1,0.92379,-29.8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1
0.8781440734234789,4963.6,-1.1,1,0.94199,-37.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
4.887737422601025,5228.1,1.4,0,0.94465,-41.8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4.958,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4.962,5228.1,1.4,0,0.94465,-41.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.856,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0.6971832184648188,5008.7,-1.8,1,0.93876,-40.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4.967,5228.1,1.4,0,0.94465,-41.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
4.9639999999999995,5228.1,1.4,1,0.93444,-36.1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.6423555792447679,5008.7,-1.8,1,0.93369,-34.8,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1
4.963834959958622,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1.4063172844640497,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.968,5228.1,1.4,1,0.93444,-36.1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1.334,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.715,5023.5,-3.0,1,0.9271299999999999,-33.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1.405,5099.1,-1.8,1,0.93075,-47.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.8569570691933208,4991.6,-1.7,1,0.94215,-40.3,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,1,1
0.9017059431665966,4991.6,-1.7,1,0.94027,-38.3,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1
0.7140000000000001,5017.5,-3.4,1,0.92649,-30.1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4.962,5228.1,1.4,1,0.9391799999999999,-42.7,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
1.0704068581958757,5076.2,-2.9,1,0.92469,-33.6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
4.1530000000000005,5195.8,-0.1,1,0.932,-42.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1.266,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0.684,5008.7,-1.8,1,0.93876,-40.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
4.85715894688112,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.6895512701638213,5008.7,-1.8,1,0.93876,-40.0,1,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1
1.5473678206370898,5099.1,-1.8,1,0.92843,-50.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4.857,5191.0,1.1,0,0.93994,-36.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1.365,5099.1,-1.8,1,0.93075,-47.1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.7390000000000001,4991.6,-1.7,1,0.94055,-39.8,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0
1.344,5099.1,-1.8,1,0.9289299999999998,-46.2,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
1.0548284449847425,5076.2,-2.9,1,0.92469,-33.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
