x,y,z,timestamp,x_vendor1,y_vendor1,z_vendor1,x_vendor2,y_vendor2,z_vendor2,x_diff_vendor1,y_diff_vendor1,z_diff_vendor1,x_diff_vendor2,y_diff_vendor2,z_diff_vendor2
398.38243729358214,1597.1649571360647,62.689340381720726,2019-05-08 01:22:36,395.38243729358214,1585.1649571360647,59.689340381720726,404.38243729358214,1600.1649571360647,63.689340381720726,3.0,12.0,3.0,-6.0,-3.0,-1.0
398.3224858236431,1597.1299069254444,62.76300419073973,2019-05-08 01:22:37,386.3224858236431,1590.1299069254444,56.76300419073973,397.3224858236431,1619.1299069254444,79.76300419073974,12.0,7.0,6.0,1.0,-22.0,-17.000000000000007
398.3027000805448,1597.063150728891,62.840557304640924,2019-05-08 01:22:38,389.3027000805448,1586.063150728891,52.840557304640924,407.3027000805448,1612.063150728891,69.84055730464092,9.0,11.0,10.0,-9.0,-15.0,-7.0
398.2485036407867,1597.042024867324,62.80687343789714,2019-05-08 01:22:39,373.2485036407867,1590.042024867324,61.80687343789714,426.2485036407867,1599.042024867324,89.80687343789714,25.0,7.0,1.0,-28.0,-2.0,-27.0
398.21889539755966,1597.053423297983,62.90001507143097,2019-05-08 01:22:40,380.21889539755966,1593.053423297983,61.90001507143097,417.21889539755966,1607.053423297983,72.90001507143097,18.0,4.0,1.0,-19.0,-10.0,-10.0
398.2008510255633,1597.030939492644,62.95413615832086,2019-05-08 01:22:41,388.2008510255633,1588.030939492644,47.95413615832086,409.2008510255633,1625.030939492644,82.95413615832086,10.0,9.0,15.0,-11.0,-28.0,-20.000000000000007
398.1818583073973,1597.0325936208544,62.986461453033144,2019-05-08 01:22:42,382.1818583073973,1588.0325936208544,48.986461453033144,417.1818583073973,1604.0325936208544,74.98646145303314,16.0,9.0,14.0,-19.0,-7.0,-12.0
398.19323009826667,1597.103273713162,62.99533535070796,2019-05-08 01:22:43,397.19323009826667,1589.103273713162,48.99533535070796,416.19323009826667,1608.103273713162,111.99533535070796,1.0,8.0,14.0,-18.0,-11.0,-49.0
398.22423346618655,1597.092752653168,62.990240639507924,2019-05-08 01:22:44,366.22423346618655,1592.092752653168,51.990240639507924,423.22423346618655,1617.092752653168,74.99024063950793,32.0,5.0,11.0,-25.0,-20.0,-12.000000000000007
398.24103601539673,1597.0514619003784,62.866756497549886,2019-05-08 01:22:45,396.24103601539673,1592.0514619003784,53.866756497549886,399.24103601539673,1598.0514619003784,66.86675649754989,2.0,5.0,9.0,-1.0,-1.0,-4.0
398.17694235339087,1597.0681250576815,62.95354250534346,2019-05-08 01:22:46,392.17694235339087,1596.0681250576815,50.95354250534346,411.17694235339087,1618.0681250576815,102.95354250534345,6.0,1.0,12.0,-13.0,-21.0,-39.99999999999999
398.1719545696423,1597.0530867746893,62.941793029185476,2019-05-08 01:22:47,391.1719545696423,1588.0530867746893,51.941793029185476,424.1719545696423,1604.0530867746893,66.94179302918548,7.0,9.0,11.0,-26.0,-7.0,-4.0
398.18459266523314,1596.9952202061447,62.85222015963744,2019-05-08 01:22:48,395.18459266523314,1590.9952202061447,48.85222015963744,408.18459266523314,1600.9952202061447,98.85222015963744,3.0,6.0,14.0,-10.0,-4.0,-36.0
398.15266226454736,1597.0184404838526,62.85085534952547,2019-05-08 01:22:49,382.15266226454736,1582.0184404838526,51.85085534952547,408.15266226454736,1623.0184404838526,103.85085534952546,16.0,15.0,11.0,-10.0,-26.0,-40.99999999999999
398.0861387999904,1597.1102816373427,62.938012244320475,2019-05-08 01:22:50,382.0861387999904,1593.1102816373427,53.938012244320475,415.0861387999904,1623.1102816373427,101.93801224432048,16.0,4.0,9.0,-17.0,-26.0,-39.0
398.0473767840916,1597.1664923265635,62.80782441434288,2019-05-08 01:22:51,379.0473767840916,1585.1664923265635,49.80782441434288,398.0473767840916,1615.1664923265635,65.80782441434289,19.0,12.0,13.0,0.0,-18.0,-3.000000000000007
398.07565153543436,1597.1341661045565,62.648470265931856,2019-05-08 01:22:52,380.07565153543436,1589.1341661045565,52.648470265931856,414.07565153543436,1626.1341661045565,78.64847026593185,18.0,8.0,10.0,-16.0,-29.0,-15.999999999999993
398.0916181431356,1597.0702295975445,62.77827128119021,2019-05-08 01:22:53,395.0916181431356,1595.0702295975445,47.77827128119021,412.0916181431356,1620.0702295975445,73.7782712811902,3.0,2.0,15.0,-14.0,-23.0,-10.999999999999993
398.1159714973239,1596.996400276057,62.94842576280306,2019-05-08 01:22:54,388.1159714973239,1591.996400276057,56.94842576280306,426.1159714973239,1616.996400276057,85.94842576280305,10.0,5.0,6.0,-28.0,-20.0,-22.999999999999993
398.1353858130993,1596.9328625794103,62.9181287824489,2019-05-08 01:22:55,375.1353858130993,1595.9328625794103,58.9181287824489,427.1353858130993,1611.9328625794103,71.9181287824489,23.0,1.0,4.0,-29.0,-15.0,-9.0
398.14816194097574,1596.8937412755106,62.74770210800185,2019-05-08 01:22:56,373.14816194097574,1593.8937412755106,50.74770210800185,420.14816194097574,1594.8937412755106,75.74770210800185,25.0,3.0,12.0,-22.0,2.0,-12.999999999999993
397.7825086088575,1596.7029378300824,62.62200080002877,2019-05-08 01:22:57,365.7825086088575,1583.7029378300824,60.62200080002877,408.7825086088575,1619.7029378300824,104.62200080002877,32.0,13.0,2.0,-11.0,-23.0,-42.0
394.9962059225325,1595.0929676318194,62.5044009494285,2019-05-08 01:22:58,383.9962059225325,1581.0929676318194,57.5044009494285,399.9962059225325,1619.0929676318194,73.5044009494285,11.0,14.0,5.0,-5.0,-24.0,-11.0
390.33685491076716,1591.6930143642185,62.188454731570644,2019-05-08 01:22:59,356.33685491076716,1576.6930143642185,60.188454731570644,396.33685491076716,1604.6930143642185,81.18845473157064,34.0,15.0,2.0,-6.0,-13.0,-19.0
383.77187753042296,1586.3342802974164,61.77881033799021,2019-05-08 01:23:00,361.77187753042296,1579.3342802974164,54.77881033799021,399.77187753042296,1605.3342802974164,109.77881033799021,22.0,7.0,7.0,-16.0,-19.0,-48.0
375.95574432031486,1579.7105072775464,61.10831363669246,2019-05-08 01:23:01,361.95574432031486,1568.7105072775464,48.10831363669246,402.95574432031486,1583.7105072775464,75.10831363669246,14.0,11.0,13.0,-27.0,-4.0,-14.0
367.84340112039126,1572.9789656778994,60.480488776027144,2019-05-08 01:23:02,351.84340112039126,1557.9789656778994,50.480488776027144,385.84340112039126,1593.9789656778994,66.48048877602714,16.0,15.0,10.0,-18.0,-21.0,-6.0
358.89424056454635,1566.054104863917,59.74497693190793,2019-05-08 01:23:03,337.89424056454635,1561.054104863917,44.74497693190793,361.89424056454635,1582.054104863917,102.74497693190793,21.0,5.0,15.0,-3.0,-16.0,-43.0
348.6398690301073,1558.6161351873154,59.02443038913888,2019-05-08 01:23:04,316.6398690301073,1544.6161351873154,56.02443038913888,353.6398690301073,1582.6161351873154,83.02443038913887,32.0,14.0,3.0,-5.0,-24.0,-23.999999999999993
338.37436542808985,1551.5867190322858,58.37216368803654,2019-05-08 01:23:05,332.37436542808985,1549.5867190322858,54.37216368803654,349.37436542808985,1579.5867190322858,91.37216368803654,6.0,2.0,4.0,-11.0,-28.0,-33.0
326.59238744656375,1543.7751251017105,57.5585920956756,2019-05-08 01:23:06,303.59238744656375,1541.7751251017105,49.5585920956756,350.59238744656375,1552.7751251017105,81.5585920956756,23.0,2.0,8.0,-24.0,-9.0,-24.000000000000007
315.33918579723155,1536.6065432636415,56.80096369411511,2019-05-08 01:23:07,288.33918579723155,1527.6065432636415,45.80096369411511,316.33918579723155,1561.6065432636415,104.80096369411511,27.0,9.0,11.0,-1.0,-25.0,-48.0
304.48048465935767,1530.0161466750594,55.94530399350439,2019-05-08 01:23:08,277.48048465935767,1518.0161466750594,42.94530399350439,308.48048465935767,1539.0161466750594,65.94530399350438,27.0,12.0,13.0,-4.0,-9.0,-9.999999999999993
293.429841561454,1523.487012456886,55.205515441931276,2019-05-08 01:23:09,271.429841561454,1520.487012456886,49.205515441931276,310.429841561454,1540.487012456886,86.20551544193128,22.0,3.0,6.0,-17.0,-17.0,-31.000000000000007
281.7182717530506,1516.6690043685774,54.262707192457405,2019-05-08 01:23:10,249.7182717530506,1501.6690043685774,44.262707192457405,291.7182717530506,1522.6690043685774,66.26270719245741,32.0,15.0,10.0,-10.0,-6.0,-12.000000000000007
269.46710847343314,1509.5660516263604,53.33223530170815,2019-05-08 01:23:11,234.46710847343314,1495.5660516263604,52.33223530170815,298.46710847343314,1514.5660516263604,65.33223530170815,35.0,14.0,1.0,-29.0,-5.0,-12.0
257.2871961928845,1502.7777152023334,52.472825655316925,2019-05-08 01:23:12,232.2871961928845,1492.7777152023334,49.472825655316925,258.2871961928845,1519.7777152023334,92.47282565531692,25.0,10.0,3.0,-1.0,-17.0,-40.0
244.49680744142705,1498.377799224201,51.62937653587765,2019-05-08 01:23:13,211.49680744142705,1497.377799224201,46.62937653587765,269.49680744142705,1502.377799224201,92.62937653587764,33.0,1.0,5.0,-25.0,-4.0,-40.99999999999999
231.50219677259625,1496.9688311707168,50.950023942126805,2019-05-08 01:23:14,215.50219677259625,1487.9688311707168,48.950023942126805,242.50219677259625,1509.9688311707168,90.9500239421268,16.0,9.0,2.0,-11.0,-13.0,-40.0
218.24745767003463,1497.3557502366793,50.342178058914854,2019-05-08 01:23:15,202.24745767003463,1492.3557502366793,38.342178058914854,229.24745767003463,1507.3557502366793,99.34217805891485,16.0,5.0,12.0,-11.0,-10.0,-49.0
204.1874728107794,1498.7664026573707,49.650349338740504,2019-05-08 01:23:16,170.1874728107794,1486.7664026573707,35.650349338740504,207.1874728107794,1516.7664026573707,54.650349338740504,34.0,12.0,14.0,-3.0,-18.0,-5.0
188.7071222450277,1500.6179338309387,48.814794064985115,2019-05-08 01:23:17,156.7071222450277,1490.6179338309387,40.814794064985115,195.7071222450277,1518.6179338309387,61.814794064985115,32.0,10.0,8.0,-7.0,-18.0,-13.0
174.16768300530305,1502.1888388600553,48.0782746415688,2019-05-08 01:23:18,165.16768300530305,1488.1888388600553,41.0782746415688,188.16768300530305,1505.1888388600553,74.0782746415688,9.0,14.0,7.0,-14.0,-3.0,-26.0
160.46019885095743,1503.2517396015064,47.46401149580947,2019-05-08 01:23:19,125.46019885095743,1494.2517396015064,44.46401149580947,182.46019885095743,1532.2517396015064,82.46401149580947,35.0,9.0,3.0,-22.0,-29.0,-35.0
147.07333262698228,1503.674658455284,46.60525685232172,2019-05-08 01:23:20,140.07333262698228,1499.674658455284,31.605256852321723,159.07333262698228,1521.674658455284,58.60525685232172,7.0,4.0,15.0,-12.0,-18.0,-12.0
133.07360549895142,1503.6887577149046,45.726253884260245,2019-05-08 01:23:21,120.07360549895142,1496.6887577149046,34.726253884260245,152.07360549895142,1529.6887577149046,77.72625388426025,13.0,7.0,11.0,-19.0,-26.0,-32.0
118.47443117465171,1503.0942927149808,44.879122433999775,2019-05-08 01:23:22,99.47443117465171,1495.0942927149808,29.879122433999775,132.47443117465173,1526.0942927149808,56.879122433999775,19.0,8.0,15.0,-14.000000000000014,-23.0,-12.0
103.98572776768006,1502.1600740184256,44.09118335116361,2019-05-08 01:23:23,72.98572776768006,1497.1600740184256,31.091183351163608,110.98572776768006,1506.1600740184256,77.09118335116361,31.0,5.0,13.0,-7.0,-4.0,-33.0
90.33332176745677,1501.5556717157908,43.34927367702738,2019-05-08 01:23:24,89.33332176745677,1492.5556717157908,41.34927367702738,118.33332176745677,1514.5556717157908,48.34927367702738,1.0,9.0,2.0,-28.0,-13.0,-5.0
77.64286153897041,1501.2364093866565,42.62972745462075,2019-05-08 01:23:25,69.64286153897041,1496.2364093866565,36.62972745462075,78.64286153897041,1506.2364093866565,40.62972745462075,8.0,5.0,6.0,-1.0,-5.0,2.0
65.28590977882561,1501.2492650403208,41.7965941227645,2019-05-08 01:23:26,63.28590977882561,1491.2492650403208,29.796594122764503,73.28590977882561,1526.2492650403208,46.7965941227645,2.0,10.0,12.0,-8.0,-25.0,-5.0
52.42770046114879,1501.4391656794953,40.887834714952994,2019-05-08 01:23:27,28.42770046114879,1498.4391656794953,33.887834714952994,71.42770046114879,1504.4391656794953,38.887834714952994,24.0,3.0,7.0,-19.0,-3.0,2.0
38.6356473921997,1501.4852262785516,40.0515277740565,2019-05-08 01:23:28,7.635647392199701,1493.4852262785516,32.0515277740565,36.6356473921997,1515.4852262785516,68.0515277740565,31.0,8.0,8.0,2.0,-14.0,-27.999999999999993
25.81493430541298,1500.9056061004226,39.28856009894695,2019-05-08 01:23:29,12.81493430541298,1495.9056061004226,38.28856009894695,39.814934305412976,1506.9056061004226,55.28856009894695,13.0,5.0,1.0,-13.999999999999996,-6.0,-16.0
13.650928718312574,1499.4943026667625,38.48588736653736,2019-05-08 01:23:30,-14.349071281687426,1497.4943026667625,37.48588736653736,31.650928718312574,1528.4943026667625,37.48588736653736,28.0,2.0,1.0,-18.0,-29.0,1.0
2.6203947427197862,1497.2882394088392,37.66330822724797,2019-05-08 01:23:31,-3.3796052572802138,1485.2882394088392,23.663308227247967,1.6203947427197862,1507.2882394088392,36.66330822724797,6.0,12.0,14.0,1.0,-10.0,1.0
-7.889638720584452,1494.1661670096494,36.82908766478176,2019-05-08 01:23:32,-14.889638720584452,1485.1661670096494,28.82908766478176,16.11036127941555,1497.1661670096494,48.82908766478176,7.0,9.0,8.0,-24.0,-3.0,-12.0
-18.61702315429391,1489.6723211171702,36.08379326450355,2019-05-08 01:23:33,-53.61702315429391,1486.6723211171702,25.083793264503548,-13.61702315429391,1496.6723211171702,37.08379326450355,35.0,3.0,11.0,-5.0,-7.0,-1.0
-28.449194498562285,1484.2453042282184,35.2103729996246,2019-05-08 01:23:34,-41.449194498562285,1475.2453042282184,22.210372999624603,-4.449194498562285,1510.2453042282184,68.21037299962461,13.0,9.0,13.0,-24.0,-26.0,-33.00000000000001
-36.81552515420729,1478.1265756225955,34.62819621351372,2019-05-08 01:23:35,-50.81552515420729,1471.1265756225955,20.628196213513718,-11.815525154207293,1487.1265756225955,53.62819621351372,14.0,7.0,14.0,-25.0,-9.0,-19.0
-43.795775651354674,1471.5946999931386,34.12265688928435,2019-05-08 01:23:36,-70.79577565135467,1456.5946999931386,30.12265688928435,-36.795775651354674,1477.5946999931386,32.12265688928435,27.0,15.0,4.0,-7.0,-6.0,2.0
-49.81965128377942,1464.5807555126905,33.6737885147364,2019-05-08 01:23:37,-67.81965128377942,1462.5807555126905,18.6737885147364,-42.81965128377942,1482.5807555126905,59.6737885147364,18.0,2.0,15.0,-7.0,-18.0,-26.0
-55.10941465776619,1456.6681430137226,33.23284053613242,2019-05-08 01:23:38,-81.1094146577662,1454.6681430137226,27.23284053613242,-46.10941465776619,1481.6681430137226,51.23284053613242,26.000000000000007,2.0,6.0,-9.0,-25.0,-18.0
-59.55778543945285,1447.9536619713156,32.87387069110654,2019-05-08 01:23:39,-64.55778543945286,1442.9536619713156,30.87387069110654,-34.55778543945285,1445.9536619713156,63.87387069110654,5.000000000000007,5.0,2.0,-25.0,2.0,-31.0
-63.05550369922309,1438.9773747974393,32.294352344960515,2019-05-08 01:23:40,-91.0555036992231,1432.9773747974393,23.294352344960515,-41.05550369922309,1459.9773747974393,80.29435234496052,28.000000000000007,6.0,9.0,-22.0,-21.0,-48.0
-65.67174244507906,1430.3832128644058,31.938352605247804,2019-05-08 01:23:41,-78.67174244507906,1422.3832128644058,24.938352605247804,-49.67174244507906,1442.3832128644058,29.938352605247804,13.0,8.0,7.0,-16.0,-12.0,2.0
-67.7476455327433,1421.5593588580698,31.662436903237076,2019-05-08 01:23:42,-97.7476455327433,1408.5593588580698,17.662436903237076,-52.747645532743306,1434.5593588580698,40.66243690323708,30.0,13.0,14.0,-15.0,-13.0,-9.000000000000004
-69.28434665085608,1412.0744599009845,31.216731408324947,2019-05-08 01:23:43,-77.28434665085608,1403.0744599009845,19.216731408324947,-62.28434665085608,1411.0744599009845,46.21673140832495,8.0,9.0,12.0,-7.0,1.0,-15.0
-70.58803649561706,1402.562450247381,30.89427738246004,2019-05-08 01:23:44,-92.58803649561706,1397.562450247381,28.89427738246004,-68.58803649561706,1403.562450247381,36.89427738246004,22.0,5.0,2.0,-2.0,-1.0,-6.0
-72.39913718992679,1392.4219947589268,30.408249686240712,2019-05-08 01:23:45,-105.39913718992679,1384.4219947589268,17.408249686240712,-64.39913718992679,1420.4219947589268,53.40824968624071,33.0,8.0,13.0,-8.0,-28.0,-22.999999999999996
-75.7351075990477,1383.1971143481162,29.95296159660677,2019-05-08 01:23:46,-102.7351075990477,1375.1971143481162,25.95296159660677,-60.735107599047694,1407.1971143481162,71.95296159660677,27.0,8.0,4.0,-15.0,-24.0,-42.0
-81.12623079552058,1376.1868646339246,29.30285546097293,2019-05-08 01:23:47,-92.12623079552058,1372.1868646339246,27.30285546097293,-74.12623079552058,1397.1868646339246,36.30285546097293,11.0,4.0,2.0,-7.0,-21.0,-7.0
-88.70521545266085,1371.3077764413408,28.495104460496343,2019-05-08 01:23:48,-90.70521545266085,1367.3077764413408,14.495104460496343,-80.70521545266085,1373.3077764413408,69.49510446049635,2.0,4.0,14.0,-8.0,-2.0,-41.00000000000001
-98.49514992089728,1368.0017756785055,27.569709287965704,2019-05-08 01:23:49,-119.49514992089728,1354.0017756785055,17.569709287965704,-74.49514992089728,1379.0017756785055,71.56970928796571,21.0,14.0,10.0,-24.0,-11.0,-44.0
-110.11610598208249,1366.0246536252416,26.425601823938266,2019-05-08 01:23:50,-112.11610598208249,1364.0246536252416,15.425601823938266,-85.11610598208249,1371.0246536252416,54.425601823938266,2.0,2.0,11.0,-25.0,-5.0,-28.0
-123.43479187367808,1365.5905343774193,25.07522260446913,2019-05-08 01:23:51,-149.43479187367808,1363.5905343774193,12.075222604469129,-117.43479187367808,1376.5905343774193,37.07522260446913,26.0,2.0,13.0,-6.0,-11.0,-12.000000000000004
-136.10643883189786,1366.7326038703434,23.941583145730142,2019-05-08 01:23:52,-145.10643883189786,1355.7326038703434,21.941583145730142,-121.10643883189786,1387.7326038703434,66.94158314573014,9.0,11.0,2.0,-15.0,-21.0,-42.99999999999999
-149.3667057626414,1368.9481844279248,22.216694145900306,2019-05-08 01:23:53,-184.3667057626414,1360.9481844279248,9.216694145900306,-123.3667057626414,1396.9481844279248,60.216694145900306,35.0,8.0,13.0,-26.0,-28.0,-38.0
-163.46887300057818,1372.1638897777254,19.93756205061937,2019-05-08 01:23:54,-181.46887300057818,1364.1638897777254,5.93756205061937,-155.46887300057818,1397.1638897777254,58.93756205061937,18.0,8.0,14.0,-8.0,-25.0,-39.0
-178.09266665067338,1376.4058513564223,17.599986540613898,2019-05-08 01:23:55,-201.09266665067338,1364.4058513564223,7.599986540613898,-175.09266665067338,1375.4058513564223,22.599986540613898,23.0,12.0,10.0,-3.0,1.0,-5.0
-193.91155458249958,1382.1399445894187,14.914104270740552,2019-05-08 01:23:56,-219.91155458249958,1369.1399445894187,12.914104270740552,-184.91155458249958,1384.1399445894187,38.91410427074055,26.0,13.0,2.0,-9.0,-2.0,-24.0
-208.1426335419393,1388.5088195382816,12.164597865297212,2019-05-08 01:23:57,-227.1426335419393,1378.5088195382816,-1.8354021347027878,-185.1426335419393,1397.5088195382816,14.164597865297212,19.0,10.0,14.0,-23.0,-9.0,-2.0
-221.15248119845157,1395.3767725332723,8.960793952694523,2019-05-08 01:23:58,-249.15248119845157,1382.3767725332723,-4.039206047305477,-214.15248119845157,1395.3767725332723,27.960793952694523,28.0,13.0,13.0,-7.0,0.0,-19.0
-234.0821446578833,1403.301458060037,5.314742231217918,2019-05-08 01:23:59,-244.0821446578833,1397.301458060037,-4.685257768782082,-214.0821446578833,1409.301458060037,36.31474223121792,10.0,6.0,10.0,-20.0,-6.0,-31.000000000000004
-247.37020694425067,1412.6391407823346,1.2118051181474636,2019-05-08 01:24:00,-261.37020694425064,1400.6391407823346,-9.788194881852537,-237.37020694425067,1425.6391407823346,37.21180511814747,13.999999999999972,12.0,11.0,-10.0,-13.0,-36.0
-260.0518173696742,1422.8751613990532,-3.0165425694346544,2019-05-08 01:24:01,-261.0518173696742,1407.8751613990532,-7.016542569434654,-248.0518173696742,1449.8751613990532,7.983457430565346,1.0,15.0,4.0,-12.0,-27.0,-11.0
-273.125486269037,1434.9618541657596,-7.91916270551096,2019-05-08 01:24:02,-280.125486269037,1432.9618541657596,-16.91916270551096,-262.125486269037,1439.9618541657596,-2.91916270551096,7.0,2.0,9.0,-11.0,-5.0,-5.0
-284.4262984099667,1446.997000384693,-12.518701841551607,2019-05-08 01:24:03,-309.4262984099667,1444.997000384693,-14.518701841551607,-266.4262984099667,1461.997000384693,6.481298158448393,25.0,2.0,2.0,-18.0,-15.0,-19.0
-294.3644271227442,1459.2474146535633,-16.955861755299914,2019-05-08 01:24:04,-322.3644271227442,1457.2474146535633,-23.955861755299914,-286.3644271227442,1483.2474146535633,5.044138244700086,28.0,2.0,7.0,-8.0,-24.0,-22.0
-303.40664346797206,1472.2951058058607,-21.248722244141792,2019-05-08 01:24:05,-326.40664346797206,1463.2951058058607,-27.248722244141792,-280.40664346797206,1482.2951058058607,-8.248722244141792,23.0,9.0,6.0,-23.0,-10.0,-13.0
-311.8152428978347,1486.746849116886,-25.576525652469726,2019-05-08 01:24:06,-323.8152428978347,1473.746849116886,-26.576525652469726,-282.8152428978347,1507.746849116886,9.423474347530274,12.0,13.0,1.0,-29.0,-21.0,-35.0
-319.6507598417212,1503.3114328649285,-29.88517718920882,2019-05-08 01:24:07,-342.6507598417212,1499.3114328649285,-42.88517718920882,-306.6507598417212,1519.3114328649285,3.1148228107911784,23.0,4.0,12.999999999999996,-13.0,-16.0,-33.0
-326.4385512530635,1518.0058405885807,-33.752156863564956,2019-05-08 01:24:08,-335.4385512530635,1516.0058405885807,-47.752156863564956,-311.4385512530635,1526.0058405885807,-15.752156863564956,9.0,2.0,14.0,-15.0,-8.0,-18.0
